"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","concept","coordinates","correct","correct_wait_4_first_volume","count_blink_trial","count_blink_trial_seq","count_experiment_seq","count_experiment_stimuli","count_images_presentation","count_img_presentation","count_last_logging","count_logging","count_new_img","count_post_hrf_fixation","count_shuffle_images","count_start_experiment_interval","count_start_fixation","count_time_run_end_time","count_time_run_start_time","count_time_start_wait_4_hrf","count_time_trial_offset","count_time_trial_onset","count_type_run","count_wait_1","count_wait_4_first_volume","count_wait_4_fmri","count_wait_4_hrf","datetime","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","gaussian_idxs","height","keyboard_backend","live_row","live_row_blink_trial","live_row_experiment_stimuli","living_idxs","logfile","mouse_backend","new_img","non_living_idxs","opensesame_codename","opensesame_version","patterns_idxs","repeat_cycle","response","response_time","response_time_wait_4_first_volume","response_wait_4_first_volume","round_decimals","run_end_time","run_start_time","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","start_wait_4_hrf","subject_nr","subject_parity","time_blink_trial","time_blink_trial_seq","time_experiment_seq","time_experiment_stimuli","time_images_presentation","time_img_presentation","time_last_logging","time_logging","time_new_img","time_post_hrf_fixation","time_shuffle_images","time_start_experiment_interval","time_start_fixation","time_time_run_end_time","time_time_run_start_time","time_time_start_wait_4_hrf","time_time_trial_offset","time_time_trial_onset","time_type_run","time_wait_1","time_wait_4_first_volume","time_wait_4_fmri","time_wait_4_hrf","title","total_correct","total_response_time","total_responses","trial_offset","trial_onset","type_run","uniform_coordinates","width"
"undefined","undefined","11662","11662","black","legacy","legacy","legacy","0","living","uniform","undefined","undefined","0","11","0","0","0","11","0","0","11","0","0","0","0","0","0","0","0","0","0","11","0","0","0","Mon May 30 13:23:13 2022","The main experiment item","yes","",".opensesamerun-tmp.osexp","C:\Users\Experimental user\Desktop\pilot_patxi_marta\perception","no","mono","no","18","no","white","no","yes","[53, 34, 47, 56, 37, 39, 22, 42, 24, 50, 7, 5, 28, 45, 1, 43, 11, 32, 20, 16, 8, 18, 25, 59, 19, 15, 51, 29, 41, 35, 40, 21, 2, 12, 14, 0, 26, 13, 57, 49, 55, 36, 38, 31, 46, 33, 52, 54, 17, 10, 44, 23, 9, 27, 3, 4, 6, 48, 58, 30]","768","legacy","11","11","0","[]","C:/Users/Experimental user/Desktop/pilot_patxi_marta/perception/run_3.csv","legacy","dog_11.jpg","['scissors_2', 'scissors_7', 'scissors_8', 'scissors_9', 'scissors_11', 'scissors_1', 'scissors_5', 'scissors_12', 'scissors_6', 'scissors_4', 'scissors_10', 'scissors_3']","Lentiform Loewenfeld","3.3.9","[23, 33, 55, 17, 27, 37, 36, 32, 24, 50, 13, 7, 12, 5, 43, 14, 53, 26, 8, 9, 34, 41, 11, 16, 21, 30, 6, 18, 45, 58, 10, 15, 46, 39, 47, 28, 49, 56, 20, 2, 59, 44, 31, 3, 22, 51, 38, 42, 54, 29, 35, 57, 19, 25, 0, 52, 48, 1, 4, 40]","0","s","11662","11662","s","2","NA","13002","legacy","1024","2","48000","-16","images_presentation","23959","0","even","24519","35945","24519","24504","1336","35946","NA","46963","35945","45463","24519","13003","23004","NA","13002","36961","46963","24519","1336","36697","1339","1338","36962","images_presentation","0","11662","1","33961","11517","images_presentation","yes","1024"
"undefined","undefined","11662","11662","black","legacy","legacy","legacy","0","non_living","uniform","undefined","undefined","1","23","1","0","0","23","0","1","23","1","1","0","0","0","0","1","1","1","0","23","0","0","1","Mon May 30 13:23:13 2022","The main experiment item","yes","",".opensesamerun-tmp.osexp","C:\Users\Experimental user\Desktop\pilot_patxi_marta\perception","no","mono","no","18","no","white","no","yes","[9, 52, 35, 13, 22, 2, 54, 30, 50, 5, 44, 31, 18, 53, 47, 48, 1, 16, 46, 6, 51, 29, 59, 33, 21, 32, 12, 28, 7, 56, 17, 0, 37, 38, 55, 15, 8, 41, 25, 24, 11, 57, 39, 49, 4, 14, 42, 26, 19, 45, 27, 23, 58, 34, 40, 20, 10, 36, 43, 3]","768","legacy","11","11","1","['dog_5', 'dog_1', 'dog_9', 'dog_11', 'dog_8', 'dog_2', 'dog_4', 'dog_6', 'dog_7', 'dog_12', 'dog_3', 'dog_10']","C:/Users/Experimental user/Desktop/pilot_patxi_marta/perception/run_3.csv","legacy","scissors_2.jpg","[]","Lentiform Loewenfeld","3.3.9","[36, 12, 59, 18, 19, 26, 49, 56, 54, 33, 45, 10, 5, 46, 15, 40, 43, 53, 27, 22, 0, 17, 2, 30, 51, 50, 7, 34, 57, 42, 52, 37, 32, 1, 11, 29, 16, 24, 44, 20, 47, 58, 28, 23, 9, 41, 25, 6, 8, 35, 3, 55, 14, 4, 39, 38, 31, 21, 48, 13]","0","s","11662","11662","s","2","NA","13002","legacy","1024","2","48000","-16","images_presentation","46451","0","even","47006","58436","47005","24504","1336","58438","NA","69458","58436","67958","47006","13003","23004","NA","13002","59453","69458","47006","1336","59189","1339","1338","59454","images_presentation","0","11662","1","56456","34004","images_presentation","yes","1024"
"undefined","undefined","11662","11662","black","legacy","legacy","legacy","0","non_living","uniform","undefined","undefined","2","35","2","0","0","35","0","2","35","2","2","0","0","0","0","2","2","2","0","35","0","0","2","Mon May 30 13:23:13 2022","The main experiment item","yes","",".opensesamerun-tmp.osexp","C:\Users\Experimental user\Desktop\pilot_patxi_marta\perception","no","mono","no","18","no","white","no","yes","[6, 33, 59, 41, 10, 55, 57, 24, 43, 2, 16, 37, 58, 31, 28, 12, 18, 9, 35, 22, 1, 45, 30, 46, 40, 32, 54, 48, 25, 7, 3, 20, 17, 5, 4, 21, 11, 19, 8, 51, 44, 29, 15, 53, 27, 49, 0, 39, 34, 50, 14, 26, 52, 56, 36, 38, 23, 13, 42, 47]","768","legacy","11","11","2","['dog_8', 'dog_5', 'dog_2', 'dog_1', 'dog_9', 'dog_10', 'dog_12', 'dog_4', 'dog_7', 'dog_3', 'dog_11', 'dog_6']","C:/Users/Experimental user/Desktop/pilot_patxi_marta/perception/run_3.csv","legacy","scissors_10.jpg","[]","Lentiform Loewenfeld","3.3.9","[19, 9, 39, 24, 4, 58, 43, 55, 7, 54, 8, 46, 45, 23, 59, 25, 27, 48, 53, 11, 22, 18, 16, 40, 14, 44, 31, 21, 26, 15, 17, 37, 50, 5, 51, 41, 38, 2, 10, 0, 3, 13, 34, 12, 32, 35, 42, 49, 56, 28, 1, 6, 52, 20, 29, 30, 33, 36, 47, 57]","0","s","11662","11662","s","2","NA","13002","legacy","1024","2","48000","-16","images_presentation","68937","0","even","69537","80912","69536","24504","1336","80913","NA","91942","80912","90442","69537","13003","23004","NA","13002","81939","91942","69537","1336","81664","1339","1338","81941","images_presentation","0","11662","1","78940","56535","images_presentation","yes","1024"
"undefined","undefined","11662","11662","black","legacy","legacy","legacy","0","living","uniform","undefined","undefined","3","47","3","0","0","47","0","3","47","3","3","0","0","0","0","3","3","3","0","47","0","0","3","Mon May 30 13:23:13 2022","The main experiment item","yes","",".opensesamerun-tmp.osexp","C:\Users\Experimental user\Desktop\pilot_patxi_marta\perception","no","mono","no","18","no","white","no","yes","[36, 8, 45, 31, 15, 12, 42, 57, 58, 51, 44, 23, 43, 19, 0, 24, 38, 37, 18, 17, 53, 32, 21, 41, 20, 11, 16, 40, 14, 47, 26, 35, 4, 54, 25, 9, 33, 30, 29, 3, 46, 7, 49, 59, 6, 39, 28, 13, 2, 22, 10, 48, 27, 50, 34, 52, 56, 5, 55, 1]","768","legacy","11","11","3","[]","C:/Users/Experimental user/Desktop/pilot_patxi_marta/perception/run_3.csv","legacy","dog_9.jpg","['scissors_12', 'scissors_2', 'scissors_10', 'scissors_1', 'scissors_6', 'scissors_8', 'scissors_7', 'scissors_3', 'scissors_11', 'scissors_5', 'scissors_4', 'scissors_9']","Lentiform Loewenfeld","3.3.9","[53, 30, 38, 44, 56, 42, 28, 57, 36, 13, 17, 23, 47, 58, 18, 29, 20, 22, 2, 45, 51, 5, 4, 6, 0, 41, 3, 32, 16, 21, 27, 52, 8, 54, 55, 50, 12, 34, 35, 31, 7, 37, 49, 1, 59, 11, 43, 24, 9, 15, 46, 25, 40, 14, 26, 10, 39, 48, 19, 33]","0","s","11662","11662","s","2","NA","13002","legacy","1024","2","48000","-16","images_presentation","91376","0","even","91984","103362","91983","24504","1336","103363","NA","114383","103362","112883","91984","13003","23004","NA","13002","104378","114383","91984","1336","104114","1339","1338","104379","images_presentation","0","11662","1","101381","78982","images_presentation","yes","1024"
"undefined","undefined","11662","11662","black","legacy","legacy","legacy","0","gaussian","uniform","undefined","undefined","4","59","4","0","0","59","0","4","59","4","4","0","0","0","0","4","4","4","0","59","0","0","4","Mon May 30 13:23:13 2022","The main experiment item","yes","",".opensesamerun-tmp.osexp","C:\Users\Experimental user\Desktop\pilot_patxi_marta\perception","no","mono","no","18","no","white","no","yes","[49, 45, 42, 8, 31, 13, 10, 25, 16, 2, 59, 18, 55, 30, 27, 19, 44, 21, 41, 47, 0, 43, 20, 58, 23, 9, 28, 53, 15, 48, 6, 29, 34, 37, 52, 35, 4, 46, 26, 22, 36, 3, 14, 50, 7, 56, 12, 11]","768","legacy","11","11","4","['dog_2', 'dog_12', 'dog_1', 'dog_3', 'dog_11', 'dog_6', 'dog_9', 'dog_7', 'dog_5', 'dog_8', 'dog_10', 'dog_4']","C:/Users/Experimental user/Desktop/pilot_patxi_marta/perception/run_3.csv","legacy","gaussian_57.jpg","['scissors_2', 'scissors_1', 'scissors_11', 'scissors_3', 'scissors_10', 'scissors_4', 'scissors_6', 'scissors_5', 'scissors_8', 'scissors_12', 'scissors_7', 'scissors_9']","Lentiform Loewenfeld","3.3.9","[5, 0, 19, 12, 49, 44, 51, 34, 50, 35, 58, 21, 3, 56, 27, 26, 57, 32, 10, 36, 31, 37, 54, 18, 40, 20, 38, 55, 41, 24, 33, 22, 46, 29, 2, 25, 53, 6, 15, 28, 42, 43, 59, 52, 13, 7, 48, 1, 16, 45, 30, 23, 8, 14, 17, 39, 11, 4, 9, 47]","0","s","11662","11662","s","2","NA","13002","legacy","1024","2","48000","-16","images_presentation","113915","0","even","114462","125900","114462","24504","1336","125901","NA","136920","125900","135419","114462","13003","23004","NA","13002","126917","136920","114462","1336","126652","1339","1338","126918","images_presentation","0","11662","1","123918","101460","images_presentation","yes","1024"
"undefined","undefined","11662","11662","black","legacy","legacy","legacy","0","gaussian","uniform","undefined","undefined","5","71","5","0","0","71","0","5","71","5","5","0","0","0","0","5","5","5","0","71","0","0","5","Mon May 30 13:23:13 2022","The main experiment item","yes","",".opensesamerun-tmp.osexp","C:\Users\Experimental user\Desktop\pilot_patxi_marta\perception","no","mono","no","18","no","white","no","yes","[24, 59, 28, 18, 52, 37, 40, 36, 27, 6, 32, 1, 8, 43, 17, 58, 21, 4, 3, 22, 15, 11, 16, 45, 13, 2, 39, 9, 35, 0, 19, 5, 12, 55, 56, 41, 10, 57, 54, 53, 38, 23, 48, 14, 30, 42, 7, 33]","768","legacy","11","11","5","['dog_9', 'dog_12', 'dog_4', 'dog_2', 'dog_10', 'dog_8', 'dog_1', 'dog_6', 'dog_3', 'dog_11', 'dog_7', 'dog_5']","C:/Users/Experimental user/Desktop/pilot_patxi_marta/perception/run_3.csv","legacy","gaussian_31.jpg","['scissors_8', 'scissors_6', 'scissors_1', 'scissors_12', 'scissors_3', 'scissors_7', 'scissors_4', 'scissors_2', 'scissors_11', 'scissors_9', 'scissors_5', 'scissors_10']","Lentiform Loewenfeld","3.3.9","[55, 22, 59, 40, 48, 31, 4, 24, 0, 47, 34, 10, 5, 32, 21, 56, 51, 2, 41, 39, 3, 53, 15, 35, 54, 49, 44, 58, 26, 13, 20, 57, 43, 36, 12, 27, 19, 50, 9, 17, 33, 46, 30, 14, 28, 52, 42, 45, 38, 37, 18, 25, 8, 6, 16, 29, 11, 23, 1, 7]","0","s","11662","11662","s","2","NA","13002","legacy","1024","2","48000","-16","images_presentation","136421","0","even","136973","148406","136973","24504","1336","148408","NA","159426","148406","157926","136973","13003","23004","NA","13002","149423","159426","136973","1336","149159","1339","1338","149424","images_presentation","0","11662","1","146424","123971","images_presentation","yes","1024"
"undefined","undefined","11662","11662","black","legacy","legacy","legacy","0","non_living","uniform","undefined","undefined","6","83","6","0","0","83","0","6","83","6","6","0","0","0","0","6","6","6","0","83","0","0","6","Mon May 30 13:23:13 2022","The main experiment item","yes","",".opensesamerun-tmp.osexp","C:\Users\Experimental user\Desktop\pilot_patxi_marta\perception","no","mono","no","18","no","white","no","yes","[48, 39, 5, 21, 25, 9, 55, 54, 20, 0, 38, 22, 58, 30, 52, 4, 24, 40, 42, 59, 49, 19, 47, 44, 34, 13, 31, 45, 33, 12, 11, 35, 57, 23, 26, 14, 51, 18, 28, 29, 10, 43, 50, 53, 32, 27, 37, 8, 16, 56, 3, 6, 1, 17, 15, 7, 41, 36, 46, 2]","768","legacy","11","11","6","['dog_11', 'dog_2', 'dog_7', 'dog_1', 'dog_4', 'dog_3', 'dog_6', 'dog_10', 'dog_9', 'dog_8', 'dog_12', 'dog_5']","C:/Users/Experimental user/Desktop/pilot_patxi_marta/perception/run_3.csv","legacy","scissors_1.jpg","[]","Lentiform Loewenfeld","3.3.9","[26, 24, 42, 50, 15, 20, 44, 16, 41, 48, 2, 23, 49, 54, 36, 55, 22, 10, 32, 39, 40, 0, 5, 12, 47, 34, 28, 35, 33, 52, 31, 43, 38, 7, 46, 11, 53, 37, 1, 45, 51, 27, 59, 4, 29, 13, 21, 58, 8, 57, 19, 14, 30, 9, 56, 18, 6, 25, 17, 3]","0","s","11662","11662","s","2","NA","13002","legacy","1024","2","48000","-16","images_presentation","158900","0","even","159505","170885","159504","24504","1336","170887","NA","181904","170885","180404","159505","13003","23004","NA","13002","171902","181904","159505","1336","171638","1339","1338","171903","images_presentation","0","11662","1","168902","146503","images_presentation","yes","1024"
"undefined","undefined","11662","11662","black","legacy","legacy","legacy","0","gaussian","uniform","undefined","undefined","7","95","7","0","0","95","0","7","95","7","7","0","0","0","0","7","7","7","0","95","0","0","7","Mon May 30 13:23:13 2022","The main experiment item","yes","",".opensesamerun-tmp.osexp","C:\Users\Experimental user\Desktop\pilot_patxi_marta\perception","no","mono","no","18","no","white","no","yes","[59, 50, 48, 0, 52, 58, 47, 8, 2, 34, 25, 44, 42, 33, 3, 19, 20, 22, 49, 36, 54, 10, 26, 53, 11, 31, 40, 24, 41, 46, 45, 57, 51, 7, 23, 1, 30, 28, 14, 35, 9, 38, 39, 27, 17, 43, 13, 18]","768","legacy","11","11","7","['dog_8', 'dog_10', 'dog_11', 'dog_7', 'dog_1', 'dog_5', 'dog_2', 'dog_4', 'dog_9', 'dog_6', 'dog_3', 'dog_12']","C:/Users/Experimental user/Desktop/pilot_patxi_marta/perception/run_3.csv","legacy","gaussian_6.jpg","['scissors_9', 'scissors_7', 'scissors_5', 'scissors_12', 'scissors_3', 'scissors_1', 'scissors_8', 'scissors_6', 'scissors_10', 'scissors_11', 'scissors_4', 'scissors_2']","Lentiform Loewenfeld","3.3.9","[25, 20, 59, 14, 34, 42, 46, 49, 31, 26, 18, 39, 1, 22, 51, 57, 32, 5, 58, 10, 6, 28, 17, 50, 3, 2, 8, 11, 24, 13, 9, 53, 44, 12, 15, 30, 35, 54, 47, 0, 16, 27, 33, 41, 37, 19, 52, 38, 7, 55, 45, 56, 29, 36, 23, 40, 48, 21, 43, 4]","0","s","11662","11662","s","2","NA","13002","legacy","1024","2","48000","-16","images_presentation","181371","0","even","181933","193357","181933","24504","1336","193358","NA","204375","193357","202875","181933","13003","23004","NA","13002","194373","204375","181933","1336","194109","1339","1338","194374","images_presentation","0","11662","1","191373","168931","images_presentation","yes","1024"
"undefined","undefined","11662","11662","black","legacy","legacy","legacy","0","living","uniform","undefined","undefined","8","107","8","0","0","107","0","8","107","8","8","0","0","0","0","8","8","8","0","107","0","0","8","Mon May 30 13:23:13 2022","The main experiment item","yes","",".opensesamerun-tmp.osexp","C:\Users\Experimental user\Desktop\pilot_patxi_marta\perception","no","mono","no","18","no","white","no","yes","[59, 56, 46, 48, 39, 53, 12, 35, 22, 27, 18, 3, 6, 36, 28, 32, 13, 21, 41, 29, 14, 7, 0, 16, 2, 9, 1, 10, 11, 49, 43, 57, 38, 4, 24, 20, 55, 51, 52, 19, 45, 37, 31, 26, 44, 25, 42, 34, 47, 5, 8, 30, 40, 23, 17, 54, 58, 15, 33, 50]","768","legacy","11","11","8","[]","C:/Users/Experimental user/Desktop/pilot_patxi_marta/perception/run_3.csv","legacy","dog_3.jpg","['scissors_2', 'scissors_7', 'scissors_11', 'scissors_12', 'scissors_3', 'scissors_10', 'scissors_1', 'scissors_9', 'scissors_6', 'scissors_8', 'scissors_5', 'scissors_4']","Lentiform Loewenfeld","3.3.9","[23, 50, 33, 24, 54, 35, 2, 52, 29, 25, 43, 41, 19, 47, 36, 1, 14, 48, 31, 7, 22, 8, 45, 38, 27, 5, 39, 57, 18, 0, 30, 26, 51, 34, 32, 49, 21, 53, 9, 20, 3, 55, 16, 4, 37, 56, 17, 12, 28, 42, 11, 58, 46, 6, 44, 40, 13, 15, 10, 59]","0","s","11662","11662","s","2","NA","13002","legacy","1024","2","48000","-16","images_presentation","203844","0","even","204455","215829","204455","24504","1336","215831","NA","226849","215830","225348","204455","13003","23004","NA","13002","216846","226849","204455","1336","216582","1339","1338","216847","images_presentation","0","11662","1","213847","191453","images_presentation","yes","1024"
"undefined","undefined","11662","11662","black","legacy","legacy","legacy","0","gaussian","uniform","undefined","undefined","9","119","9","0","0","119","0","9","119","9","9","0","0","0","0","9","9","9","0","119","0","0","9","Mon May 30 13:23:13 2022","The main experiment item","yes","",".opensesamerun-tmp.osexp","C:\Users\Experimental user\Desktop\pilot_patxi_marta\perception","no","mono","no","18","no","white","no","yes","[21, 24, 39, 19, 2, 20, 46, 55, 54, 34, 8, 12, 3, 45, 37, 35, 25, 22, 16, 57, 27, 32, 6, 41, 18, 33, 59, 28, 50, 43, 1, 48, 23, 44, 51, 40, 56, 5, 17, 31, 4, 30, 14, 53, 29, 11, 26, 36]","768","legacy","11","11","9","['dog_8', 'dog_5', 'dog_3', 'dog_10', 'dog_2', 'dog_6', 'dog_7', 'dog_4', 'dog_11', 'dog_9', 'dog_12', 'dog_1']","C:/Users/Experimental user/Desktop/pilot_patxi_marta/perception/run_3.csv","legacy","gaussian_42.jpg","['scissors_10', 'scissors_12', 'scissors_2', 'scissors_9', 'scissors_5', 'scissors_6', 'scissors_1', 'scissors_8', 'scissors_7', 'scissors_3', 'scissors_4', 'scissors_11']","Lentiform Loewenfeld","3.3.9","[31, 40, 20, 21, 56, 52, 5, 44, 58, 41, 4, 6, 1, 10, 17, 25, 29, 37, 46, 23, 54, 32, 49, 55, 15, 38, 39, 28, 14, 3, 34, 12, 48, 33, 2, 24, 35, 13, 19, 30, 0, 26, 8, 51, 7, 11, 42, 27, 36, 50, 16, 47, 9, 45, 53, 18, 57, 59, 22, 43]","0","s","11662","11662","s","2","NA","13002","legacy","1024","2","48000","-16","images_presentation","226324","0","even","226887","238310","226887","24504","1336","238311","NA","249328","238310","247828","226887","13003","23004","NA","13002","239326","249328","226887","1336","239062","1339","1338","239327","images_presentation","0","11662","1","236326","213885","images_presentation","yes","1024"
